STATION,STATION_NAME,DATE,PRCP,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNWD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,SNOW,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TSUN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WESD,Measurement Flag,Quality Flag,Source Flag,Time of Observation,AWND,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WDF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF2,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WSF5,Measurement Flag,Quality Flag,Source Flag,Time of Observation,PGTM,Measurement Flag,Quality Flag,Source Flag,Time of Observation,FMTM,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT09,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT14,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT07,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT15,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT17,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT06,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT21,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT02,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT11,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT22,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT13,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT16,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT08,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT18,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT10,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT19,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WV03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960217,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,-22, , ,0,2400,-100, , ,0,2400,0, , ,0,9999,59, , ,X,9999,330, , ,X,9999,340, , ,X,9999,103, , ,X,9999,125, , ,X,9999,1558, , ,X,9999,1559, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960218,0,T, ,0,2400,0, , ,0,9999,5, , ,0,9999,-9999, , , ,9999,-22, , ,0,2400,-128, , ,0,2400,0, , ,0,9999,32, , ,X,9999,210, , ,X,9999,240, , ,X,9999,63, , ,X,9999,76, , ,X,9999,1126, , ,X,9999,1609, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960219,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,78, , ,0,2400,-39, , ,0,2400,0, , ,0,9999,40, , ,X,9999,200, , ,X,9999,220, , ,X,9999,89, , ,X,9999,103, , ,X,9999,1428, , ,X,9999,1440, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960220,3, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,83, , ,0,2400,-11, , ,0,2400,0, , ,0,9999,49, , ,X,9999,10, , ,X,9999,10, , ,X,9999,125, , ,X,9999,161, , ,X,9999,2117, , ,X,9999,1943, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960221,0,T, ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,6, , ,0,2400,-33, , ,0,2400,0, , ,0,9999,65, , ,X,9999,10, , ,X,9999,10, , ,X,9999,125, , ,X,9999,165, , ,X,9999,103, , ,X,9999,115, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960222,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,22, , ,0,2400,6, , ,0,2400,0, , ,0,9999,44, , ,X,9999,110, , ,X,9999,110, , ,X,9999,94, , ,X,9999,103, , ,X,9999,2150, , ,X,9999,2150, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960223,3, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,67, , ,0,2400,17, , ,0,2400,0, , ,0,9999,67, , ,X,9999,280, , ,X,9999,280, , ,X,9999,125, , ,X,9999,183, , ,X,9999,2029, , ,X,9999,2029, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960224,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,133, , ,0,2400,22, , ,0,2400,0, , ,0,9999,65, , ,X,9999,270, , ,X,9999,270, , ,X,9999,103, , ,X,9999,139, , ,X,9999,135, , ,X,9999,924, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960225,15, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,117, , ,0,2400,-22, , ,0,2400,0, , ,0,9999,31, , ,X,9999,20, , ,X,9999,20, , ,X,9999,76, , ,X,9999,94, , ,X,9999,2345, , ,X,9999,1826, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960226,74, , ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,22, , ,0,2400,6, , ,0,2400,0, , ,0,9999,68, , ,X,9999,320, , ,X,9999,310, , ,X,9999,116, , ,X,9999,161, , ,X,9999,1944, , ,X,9999,1945, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960227,28, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,56, , ,0,2400,-33, , ,0,2400,0, , ,0,9999,51, , ,X,9999,100, , ,X,9999,280, , ,X,9999,125, , ,X,9999,130, , ,X,9999,2348, , ,X,9999,633, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960228,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,-33, , ,0,2400,-106, , ,0,2400,0, , ,0,9999,78, , ,X,9999,300, , ,X,9999,300, , ,X,9999,130, , ,X,9999,152, , ,X,9999,931, , ,X,9999,858, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960229,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-33, , ,0,2400,-128, , ,0,2400,0, , ,0,9999,57, , ,X,9999,270, , ,X,9999,280, , ,X,9999,94, , ,X,9999,116, , ,X,9999,1434, , ,X,9999,1633, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960301,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,11, , ,0,2400,-89, , ,0,2400,0, , ,0,9999,67, , ,X,9999,230, , ,X,9999,230, , ,X,9999,107, , ,X,9999,130, , ,X,9999,1526, , ,X,9999,1338, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960302,5, , ,0,2400,0, , ,0,9999,10, , ,0,9999,-9999, , , ,9999,-28, , ,0,2400,-172, , ,0,2400,0, , ,0,9999,68, , ,X,9999,290, , ,X,9999,290, , ,X,9999,125, , ,X,9999,165, , ,X,9999,1821, , ,X,9999,1824, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960303,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-44, , ,0,2400,-178, , ,0,2400,0, , ,0,9999,55, , ,X,9999,280, , ,X,9999,270, , ,X,9999,107, , ,X,9999,134, , ,X,9999,237, , ,X,9999,108, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960304,8, , ,0,2400,0, , ,0,9999,3, , ,0,9999,-9999, , , ,9999,6, , ,0,2400,-111, , ,0,2400,0, , ,0,9999,46, , ,X,9999,150, , ,X,9999,130, , ,X,9999,98, , ,X,9999,112, , ,X,9999,1604, , ,X,9999,1527, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960305,3, , ,0,2400,0, , ,0,9999,3, , ,0,9999,-9999, , , ,9999,0, , ,0,2400,-33, , ,0,2400,0, , ,0,9999,78, , ,X,9999,30, , ,X,9999,30, , ,X,9999,116, , ,X,9999,143, , ,X,9999,2329, , ,X,9999,2330, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,1, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960306,25, , ,0,2400,0, , ,0,9999,51, , ,0,9999,-9999, , , ,9999,-33, , ,0,2400,-117, , ,0,2400,0, , ,0,9999,81, , ,X,9999,20, , ,X,9999,30, , ,X,9999,130, , ,X,9999,165, , ,X,9999,829, , ,X,9999,919, , ,X,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960307,0,T, ,0,2400,51, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,-89, , ,0,2400,-167, , ,0,2400,51, , ,0,9999,59, , ,X,9999,320, , ,X,9999,330, , ,X,9999,80, , ,X,9999,107, , ,X,9999,2126, , ,X,9999,2127, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960308,0, , ,0,2400,51, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-89, , ,0,2400,-178, , ,0,2400,51, , ,0,9999,64, , ,X,9999,300, , ,X,9999,290, , ,X,9999,103, , ,X,9999,143, , ,X,9999,1344, , ,X,9999,1443, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960309,0, , ,0,2400,25, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,-22, , ,0,2400,-122, , ,0,2400,0, , ,0,9999,35, , ,X,9999,210, , ,X,9999,210, , ,X,9999,63, , ,X,9999,76, , ,X,9999,1515, , ,X,9999,1437, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960310,0, , ,0,2400,25, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,33, , ,0,2400,-106, , ,0,2400,0, , ,0,9999,46, , ,X,9999,210, , ,X,9999,200, , ,X,9999,89, , ,X,9999,103, , ,X,9999,1459, , ,X,9999,1431, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960311,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,94, , ,0,2400,-11, , ,0,2400,0, , ,0,9999,53, , ,X,9999,190, , ,X,9999,190, , ,X,9999,89, , ,X,9999,103, , ,X,9999,1442, , ,X,9999,1443, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960312,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,133, , ,0,2400,28, , ,0,2400,0, , ,0,9999,38, , ,X,9999,200, , ,X,9999,190, , ,X,9999,67, , ,X,9999,76, , ,X,9999,1430, , ,X,9999,1430, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960313,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,156, , ,0,2400,0, , ,0,2400,0, , ,0,9999,36, , ,X,9999,200, , ,X,9999,200, , ,X,9999,72, , ,X,9999,89, , ,X,9999,1410, , ,X,9999,1512, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960314,0,T, ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,128, , ,0,2400,-6, , ,0,2400,0, , ,0,9999,34, , ,X,9999,310, , ,X,9999,310, , ,X,9999,72, , ,X,9999,89, , ,X,9999,929, , ,X,9999,929, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960315,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,94, , ,0,2400,-22, , ,0,2400,0, , ,0,9999,40, , ,X,9999,330, , ,X,9999,320, , ,X,9999,89, , ,X,9999,107, , ,X,9999,1336, , ,X,9999,1336, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960316,0, , ,0,2400,0, , ,0,9999,0, , ,0,9999,-9999, , , ,9999,28, , ,0,2400,-17, , ,0,2400,0, , ,0,9999,40, , ,X,9999,110, , ,X,9999,120, , ,X,9999,67, , ,X,9999,76, , ,X,9999,1217, , ,X,9999,1222, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:USW00014839,MILWAUKEE MITCHELL INTERNATIONAL AIRPORT WI US,19960317,0,T, ,0,2400,0, , ,0,9999,0,T, ,0,9999,-9999, , , ,9999,39, , ,0,2400,-11, , ,0,2400,0, , ,0,9999,25, , ,X,9999,130, , ,X,9999,290, , ,X,9999,49, , ,X,9999,58, , ,X,9999,2002, , ,X,9999,710, , ,X,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,1, , ,0,9999,1, , ,0,9999,1, , ,0,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
